,names,links,product_ids,images,lowPrice,highPrice,price,bestRating,worstRating,ratingCount,ratingValue
651,ZANZEA Women 3/4 Sleeve Vintage Printed O-Neck Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Vintage-Printed-O-Neck-Loose-Maxi-Dress-i.26973388.3746796790,3746796790,https://cf.shopee.com.my/file/20e8bda26bac22bbdce44b436d12f846,,,38.50,5.0,1.0,14,4.86
652,ZANZEA Women 3/4 Sleeve Heart Shaped Crew Neck Puff Sleeve Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Heart-Shaped-Crew-Neck-Puff-Sleeve-Blouse-i.26973388.5533288964,5533288964,https://cf.shopee.com.my/file/441ed749e37d88c3cca373c933328d4e,,,24.50,5.0,1.0,33,4.97
653,Women Solid Color Ruffled Sleeve Casual Plus Size Loose Blouse,https://shopee.com.my/Women-Solid-Color-Ruffled-Sleeve-Casual-Plus-Size-Loose-Blouse-i.26973388.7722623052,7722623052,https://cf.shopee.com.my/file/23fa50e3fc1fbf6048a7d24338433496,,,37.00,5.0,1.0,38,4.89
654,Women Summer Sleeveless Loose Oversized Retro Solid Maxi Dress,https://shopee.com.my/Women-Summer-Sleeveless-Loose-Oversized-Retro-Solid-Maxi-Dress-i.26973388.2098417639,2098417639,https://cf.shopee.com.my/file/c91cb315bd4bb7d8a5a412c9642753be,,,43.61,5.0,1.0,45,4.82
655,ZANZEA Women Long Sleeve Casual Open Front Lapel Plus Size Cardigan,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Casual-Open-Front-Lapel-Plus-Size-Cardigan-i.26973388.2833679160,2833679160,https://cf.shopee.com.my/file/7a6c7683082d548989076f38cde4ef7e,,,37.81,5.0,1.0,42,4.86
656,ZANZEA Women's Retro Plaid Wide Leg Baggy Casual Loose Pants,https://shopee.com.my/ZANZEA-Women's-Retro-Plaid-Wide-Leg-Baggy-Casual-Loose-Pants-i.26973388.1461387716,1461387716,https://cf.shopee.com.my/file/5fd12e621d755ec3cb775b954b2071ca,,,32.95,5.0,1.0,72,4.96
657,ZANZEA Women Casual Cigarette Cotton Ethnic Loose Trousers,https://shopee.com.my/ZANZEA-Women-Casual-Cigarette-Cotton-Ethnic-Loose-Trousers-i.26973388.1284794097,1284794097,https://cf.shopee.com.my/file/0dfb0486fc2785913b5a1b00cd5b398d,,,27.50,5.0,1.0,93,4.85
658,ZANZEA Women Plus Size Solid Button Down Long Sleeve Blouse,https://shopee.com.my/ZANZEA-Women-Plus-Size-Solid-Button-Down-Long-Sleeve-Blouse-i.26973388.2307764344,2307764344,https://cf.shopee.com.my/file/6bd919a62ef3357e325902d0abaefdf6,,,32.52,5.0,1.0,82,4.89
659,ZANZEA Women High Waist Plaid Check Full Length Maxi Skirts,https://shopee.com.my/ZANZEA-Women-High-Waist-Plaid-Check-Full-Length-Maxi-Skirts-i.26973388.2892162585,2892162585,https://cf.shopee.com.my/file/78ef64ca9d300a04b3e670688b3d4ab3,,,32.45,5.0,1.0,53,4.68
660,ZANZEA Women's Floral Batwing Sleeve Loose Plus Size Cardigan,https://shopee.com.my/ZANZEA-Women's-Floral-Batwing-Sleeve-Loose-Plus-Size-Cardigan-i.26973388.1947349840,1947349840,https://cf.shopee.com.my/file/8a6fd6f598ab35b9de25cc990309eb26,,,33.31,5.0,1.0,48,4.88
661,ZANZEA Women's Strap Loose Oversized Plus size Jumpsuits,https://shopee.com.my/ZANZEA-Women's-Strap-Loose-Oversized-Plus-size-Jumpsuits-i.26973388.865696599,865696599,https://cf.shopee.com.my/file/39d51676bcc1abea7ffd8a4535af13ec,,,36.30,5.0,1.0,145,4.67
662,ZANZEA Women O-Neck Sleeveless Retro Casual Tiered Long Dress,https://shopee.com.my/ZANZEA-Women-O-Neck-Sleeveless-Retro-Casual-Tiered-Long-Dress-i.26973388.6242388215,6242388215,https://cf.shopee.com.my/file/f734b745afcdee5f6dd87bdcd07d7809,,,37.92,5.0,1.0,27,4.93
663,ZANZEA Women Casual Printed Plus Size Party Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Printed-Plus-Size-Party-Loose-Maxi-Dress-i.26973388.2461767804,2461767804,https://cf.shopee.com.my/file/ac707bbb77385b4fe8d9fe7c39a5a42f,,,36.24,5.0,1.0,49,4.82
664,Women's Sleeveless Cotton Linen Vest Casual Inside Tops,https://shopee.com.my/Women's-Sleeveless-Cotton-Linen-Vest-Casual-Inside-Tops-i.26973388.1840643312,1840643312,https://cf.shopee.com.my/file/63b5bcc204c44da2bbd75023fac9dc1e,,,17.50,5.0,1.0,79,4.70
665,ZANZEA Women Flare Wide Leg Plus size Overalls Check Jumpsuit,https://shopee.com.my/ZANZEA-Women-Flare-Wide-Leg-Plus-size-Overalls-Check-Jumpsuit-i.26973388.1933845645,1933845645,https://cf.shopee.com.my/file/41efad9795233115090f1553bd35f762,,,25.23,5.0,1.0,55,4.53
666,ZANZEA Womens Winter Floral Hooded Vintage Plus size Outwears,https://shopee.com.my/ZANZEA-Womens-Winter-Floral-Hooded-Vintage-Plus-size-Outwears-i.26973388.1802879301,1802879301,https://cf.shopee.com.my/file/6f41588cd68ac0065a02d51dd3ddeace,,,53.90,5.0,1.0,69,4.94
667,Women Polka Dot Casual Long Sleeve High Waist Printed Dress,https://shopee.com.my/Women-Polka-Dot-Casual-Long-Sleeve-High-Waist-Printed-Dress-i.26973388.2262208423,2262208423,https://cf.shopee.com.my/file/608d6cf4dfbf4ddedb7bfc2dbb2faa7a,,,41.19,5.0,1.0,43,4.79
668,ZANZEA Women Long Sleeve Wrap V Neck Casual Baggy Solid Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Wrap-V-Neck-Casual-Baggy-Solid-Maxi-Dress-i.26973388.2594473490,2594473490,https://cf.shopee.com.my/file/86a1b5a20438996f048a83843ce7c570,,,47.68,5.0,1.0,40,4.88
669,ZANZEA Women Stripe Long Sleeve V Neck Vintage Solid Tops,https://shopee.com.my/ZANZEA-Women-Stripe-Long-Sleeve-V-Neck-Vintage-Solid-Tops-i.26973388.1485895563,1485895563,https://cf.shopee.com.my/file/7290ff7938056776971a41d2ffaa8e95,,,30.81,5.0,1.0,322,4.88
670,ZANZEA Women Short Sleeve Asymmetrical Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-Asymmetrical-Plus-Size-Blouse-i.26973388.2307660267,2307660267,https://cf.shopee.com.my/file/31bddd4bc47385594c28a38e675b3090,,,25.07,5.0,1.0,71,4.76
671,ZANZEA Women's Boho Loose Vintage Print Beach Party Long Dress,https://shopee.com.my/ZANZEA-Women's-Boho-Loose-Vintage-Print-Beach-Party-Long-Dress-i.26973388.349247401,349247401,https://cf.shopee.com.my/file/693f8fa9de11f4b29bb0c8df301488d0,,,24.91,5.0,1.0,40,4.90
672,ZANZEA Women Long Sleeve Irregularity Hem Casual V-Neck Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Irregularity-Hem-Casual-V-Neck-Blouse-i.26973388.3634771617,3634771617,https://cf.shopee.com.my/file/bb2ae830f9110972a436387ebd0355f2,,,28.50,5.0,1.0,40,4.95
673,ZANZEA Vintage Women Long Sleeve Cotton Loose Casual Tops,https://shopee.com.my/ZANZEA-Vintage-Women-Long-Sleeve-Cotton-Loose-Casual-Tops-i.26973388.349391466,349391466,https://cf.shopee.com.my/file/61cb6e686f1609d012914e3abe0dc126,,,24.99,5.0,1.0,400,4.86
674,ZANZEA Women Long Sleeve Button Down Solid Color Muslim Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Button-Down-Solid-Color-Muslim-Long-Dress-i.26973388.3158658312,3158658312,https://cf.shopee.com.my/file/7b5179793246fd2e9a7440a44c8891bf,,,41.99,5.0,1.0,20,4.65
675,ZANZEA Women High Waist Casual Stripe Vintage Maxi Skirts,https://shopee.com.my/ZANZEA-Women-High-Waist-Casual-Stripe-Vintage-Maxi-Skirts-i.26973388.6731821812,6731821812,https://cf.shopee.com.my/file/d91918e41214834f109aeb71f0fcf516,,,30.95,5.0,1.0,35,4.97
676,ZANZEA Women's Summer Sleeveless Long Maxi Sundress Dress,https://shopee.com.my/ZANZEA-Women's-Summer-Sleeveless-Long-Maxi-Sundress-Dress-i.26973388.1479163956,1479163956,https://cf.shopee.com.my/file/3ddd7415eeaddcb939d8512d2e998b15,31.74,32.69,,5.0,1.0,60,4.93
677,ZANZEA Women Long Sleeve V-Neck Geometric Print Button Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-V-Neck-Geometric-Print-Button-Blouse-i.26973388.6603362217,6603362217,https://cf.shopee.com.my/file/f61f7f842dc2adc914b7bcf752c86a53,,,30.99,5.0,1.0,83,4.63
678,ZANZEA Women's Vintage Round Neck Irregular Hem Cotton Linen Loose Tops,https://shopee.com.my/ZANZEA-Women's-Vintage-Round-Neck-Irregular-Hem-Cotton-Linen-Loose-Tops-i.26973388.1287554104,1287554104,https://cf.shopee.com.my/file/2fe3cf8368fdc5d49cdde6a3bba3a837,,,27.50,5.0,1.0,81,4.84
679,ZANZEA New Dress Women 3/4 Sleeve Elastic Cuffs Buttons Swing Long Dress,https://shopee.com.my/ZANZEA-New-Dress-Women-3-4-Sleeve-Elastic-Cuffs-Buttons-Swing-Long-Dress-i.26973388.6252727956,6252727956,https://cf.shopee.com.my/file/2174823207d9c4c722e1c59fdba6b002,,,39.50,5.0,1.0,14,5.00
680,ZANZEA Women's V Neck Short Sleeve Casual Print Blouse,https://shopee.com.my/ZANZEA-Women's-V-Neck-Short-Sleeve-Casual-Print-Blouse-i.26973388.1420702255,1420702255,https://cf.shopee.com.my/file/bf73784b40a7302ce9a58987236db837,,,28.95,5.0,1.0,161,4.92
681,ZANZEA Women Short Sleeve O Neck Cotton Casual Loose Maxi Dress ,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-O-Neck-Cotton-Casual-Loose-Maxi-Dress-i.26973388.7039255171,7039255171,https://cf.shopee.com.my/file/371bced33460491e82d71f71500bc04a,,,40.00,5.0,1.0,19,5.00
682,ZANZEA Womens Vintage Casual Printed Plus Size Maxi Dresses,https://shopee.com.my/ZANZEA-Womens-Vintage-Casual-Printed-Plus-Size-Maxi-Dresses-i.26973388.2292754776,2292754776,https://cf.shopee.com.my/file/70e45f8499cbbe953d81b7d143d21771,,,35.01,5.0,1.0,55,4.85
683,ZANZEA Women's Summer Vintage 3/4 Sleeve Loose Stripe Top,https://shopee.com.my/ZANZEA-Women's-Summer-Vintage-3-4-Sleeve-Loose-Stripe-Top-i.26973388.1417359310,1417359310,https://cf.shopee.com.my/file/cbe39b4a88cfea065b018fc65afb3c21,,,32.20,5.0,1.0,61,4.85
684,ZANZEA Women's Plus Size Summer Beach Open Front Print Cardigan,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Summer-Beach-Open-Front-Print-Cardigan-i.26973388.2013642436,2013642436,https://cf.shopee.com.my/file/e80802a0bbc2a7450b60348e12eda363,,,33.60,5.0,1.0,46,4.89
685,ZANZEA Women Lapel Buttons Down Asymmetrical Stripe Oversize Blouse,https://shopee.com.my/ZANZEA-Women-Lapel-Buttons-Down-Asymmetrical-Stripe-Oversize-Blouse-i.26973388.2196393269,2196393269,https://cf.shopee.com.my/file/3f4fa3004d052b43ce3e1b7502af5904,,,29.50,5.0,1.0,50,4.80
686,ZANZEA Women's Cotton Casual Wide Legs Loose Oversize Trousers,https://shopee.com.my/ZANZEA-Women's-Cotton-Casual-Wide-Legs-Loose-Oversize-Trousers-i.26973388.1306113591,1306113591,https://cf.shopee.com.my/file/ad16e134ce748ce9d18769f1f05c70a3,,,25.69,5.0,1.0,118,4.96
687,ZANZEA Scottish Plaid Checkered Loose Long Shirt,https://shopee.com.my/ZANZEA-Scottish-Plaid-Checkered-Loose-Long-Shirt-i.26973388.349390271,349390271,https://cf.shopee.com.my/file/5b2498a6888bcf3d9bd605d357abc9f2,30.78,31.70,,5.0,1.0,85,4.94
688,ZANZEA Women's Ribbed Knit V-Neck Stretch Slim Party Midi Dress Plus Size,https://shopee.com.my/ZANZEA-Women's-Ribbed-Knit-V-Neck-Stretch-Slim-Party-Midi-Dress-Plus-Size-i.26973388.434305144,434305144,https://cf.shopee.com.my/file/a0579456f79a4d65d488d4d676db2118,,,25.00,5.0,1.0,132,4.89
689,ZANZEA Women Retro Long Sleeve V Neck Baggy Floral Tops,https://shopee.com.my/ZANZEA-Women-Retro-Long-Sleeve-V-Neck-Baggy-Floral-Tops-i.26973388.1432110074,1432110074,https://cf.shopee.com.my/file/5d1d0a9cd1fbfbdd1c904be5f424f64d,,,36.11,5.0,1.0,81,4.83
690,ZANZEA Women Full Sleeve Solid Color Irregularity Hem Muslim Blouse,https://shopee.com.my/ZANZEA-Women-Full-Sleeve-Solid-Color-Irregularity-Hem-Muslim-Blouse-i.26973388.5148961413,5148961413,https://cf.shopee.com.my/file/9b9c97c430b2a8be6566f872feb0e9db,,,35.50,5.0,1.0,29,5.00
691,Women's Printed Flower V Neck Long Sleeve Plus Size Blouse,https://shopee.com.my/Women's-Printed-Flower-V-Neck-Long-Sleeve-Plus-Size-Blouse-i.26973388.973466553,973466553,https://cf.shopee.com.my/file/511ed456ca0ce00a0e0e0bb8846885c3,,,54.36,5.0,1.0,117,4.91
692,ZANZEA Women's Lapel Long Sleeve Button Pockets Midi Dress,https://shopee.com.my/ZANZEA-Women's-Lapel-Long-Sleeve-Button-Pockets-Midi-Dress-i.26973388.795233345,795233345,https://cf.shopee.com.my/file/428fd01f3e0406bd4a4a5b4e92ed40d8,,,42.49,5.0,1.0,94,4.94
693,ZANZEA Women's Casual Sleeveless Oversized Baggy Strap Dress,https://shopee.com.my/ZANZEA-Women's-Casual-Sleeveless-Oversized-Baggy-Strap-Dress-i.26973388.2086279698,2086279698,https://cf.shopee.com.my/file/5a8b4bc18f60678472104fd1d8bac54e,,,30.45,5.0,1.0,94,4.94
694,ZANZEA Women Loose Vintage O Neck Tiered Solid Color Long Dress,https://shopee.com.my/ZANZEA-Women-Loose-Vintage-O-Neck-Tiered-Solid-Color-Long-Dress-i.26973388.7449175792,7449175792,https://cf.shopee.com.my/file/44ab42c9a16db699ecfed39516309823,,,33.50,5.0,1.0,20,4.70
695,Women Casual A Line Pleated Basic Summer Maxi Dress,https://shopee.com.my/Women-Casual-A-Line-Pleated-Basic-Summer-Maxi-Dress-i.26973388.1262664582,1262664582,https://cf.shopee.com.my/file/af1b133853fdd39b23377b1ed33d4ab5,,,34.57,5.0,1.0,31,4.97
696,ZANZEA Women's Plus Size Retro V-Neck Ruffled Casual Blouse,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Retro-V-Neck-Ruffled-Casual-Blouse-i.26973388.1464000188,1464000188,https://cf.shopee.com.my/file/119f5f98b1fea4b9bdc2969d5d10fb59,,,46.25,5.0,1.0,163,4.87
697,ZANZEA Women's Elastic Striped Pockets Plus Size Long Pants,https://shopee.com.my/ZANZEA-Women's-Elastic-Striped-Pockets-Plus-Size-Long-Pants-i.26973388.787900816,787900816,https://cf.shopee.com.my/file/a89c0b5f844758bc878958dfe9ebb6d7,,,28.96,5.0,1.0,269,4.83
698,ZANZEA Women Elastic Waist Back Cotton Wide Leg Casual Long Pants,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Back-Cotton-Wide-Leg-Casual-Long-Pants-i.26973388.5638554990,5638554990,https://cf.shopee.com.my/file/57a0e7fccba4142f6d34d4ecfd31c0d9,,,33.50,5.0,1.0,41,4.93
699,ZANZEA Women Casual Batwing Sleeve Summer Oversize Long Dress,https://shopee.com.my/ZANZEA-Women-Casual-Batwing-Sleeve-Summer-Oversize-Long-Dress-i.26973388.2271778372,2271778372,https://cf.shopee.com.my/file/ef4d69301eb3fc1286618f31cceeb523,,,33.55,5.0,1.0,199,4.84
700,ZANZEA Women Casual Lace Patchwork Vintage Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Lace-Patchwork-Vintage-Plus-Size-Blouse-i.26973388.5623214524,5623214524,https://cf.shopee.com.my/file/9538bd2d096a976155a3adea0b8a9abd,,,26.50,5.0,1.0,45,4.89
701,ZANZEA Women Oversize Vintage Plain Solid Color Loose Blouse,https://shopee.com.my/ZANZEA-Women-Oversize-Vintage-Plain-Solid-Color-Loose-Blouse-i.26973388.1579733970,1579733970,https://cf.shopee.com.my/file/cbfdaa073c75fea61f3b7c1daec23aa1,,,48.48,5.0,1.0,52,4.87
702,ZANZEA Women's Plus Size Sleeveless Loose Cotton Linen A-line Dress,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Sleeveless-Loose-Cotton-Linen-A-line-Dress-i.26973388.339744507,339744507,https://cf.shopee.com.my/file/03445b9ac5cbcd116ad8cac10bccd459,,,32.44,5.0,1.0,188,4.85
703,ZANZEA Women Flare Sleeve V Neck Lace Patchwork Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Flare-Sleeve-V-Neck-Lace-Patchwork-Plus-Size-Blouse-i.26973388.2455481362,2455481362,https://cf.shopee.com.my/file/3f03f1b363c5aea78cdb0dd4a6cd3288,,,36.64,5.0,1.0,75,4.91
704,ZANZEA Women's High Waist Buttons Zipper Solid Long Pants,https://shopee.com.my/ZANZEA-Women's-High-Waist-Buttons-Zipper-Solid-Long-Pants-i.26973388.525329474,525329474,https://cf.shopee.com.my/file/a8d337c56c347b77b1f3985b915f82bf,,,32.91,5.0,1.0,99,4.46
705,ZANZEA Women's Casual Elastic Pockets Solid Long Pants,https://shopee.com.my/ZANZEA-Women's-Casual-Elastic-Pockets-Solid-Long-Pants-i.26973388.829060551,829060551,https://cf.shopee.com.my/file/bd9c64bc5b79ae42f850c53a15d9a4b8,,,28.74,5.0,1.0,75,4.84
706,ZANZEA Women Sleeveless Oversize Midi Pinafore Dress,https://shopee.com.my/ZANZEA-Women-Sleeveless-Oversize-Midi-Pinafore-Dress-i.26973388.842935259,842935259,https://cf.shopee.com.my/file/f65d1ba0ec6de225c5673c08505c636c,,,34.48,5.0,1.0,79,4.77
707,ZANZEA Women's Casual Loose Long Sleeve Solid Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women's-Casual-Loose-Long-Sleeve-Solid-Plus-Size-Maxi-Dress-i.26973388.522515351,522515351,https://cf.shopee.com.my/file/b3b6cb418923dcd3a4647023a81552b0,,,31.65,5.0,1.0,146,4.85
708,ZANZEA Women Vintage Casual Collar Loose Long Sleeve Mini Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Casual-Collar-Loose-Long-Sleeve-Mini-Dress-i.26973388.7330150728,7330150728,https://cf.shopee.com.my/file/3bc3b7911f514e25097b674cf3b2945c,,,39.99,5.0,1.0,21,4.90
709,ZANZEA Women's Casual Plus Size Buttons Collar Baggy Blouse,https://shopee.com.my/ZANZEA-Women's-Casual-Plus-Size-Buttons-Collar-Baggy-Blouse-i.26973388.1756073498,1756073498,https://cf.shopee.com.my/file/8bb879b6aea3a631a673ff15b55d6d80,,,31.29,5.0,1.0,68,4.93
710,ZANZEA Women Elastic Waist Plus Size Loose Casual Long Pants,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Plus-Size-Loose-Casual-Long-Pants-i.26973388.7809892337,7809892337,https://cf.shopee.com.my/file/bc8919013486a2bc6d65a93ff9ee1df8,,,32.34,5.0,1.0,65,4.82
711,ZANZEA Women's Vintage Deep V-Neck Lace-up Denim Mini Dress,https://shopee.com.my/ZANZEA-Women's-Vintage-Deep-V-Neck-Lace-up-Denim-Mini-Dress-i.26973388.434305073,434305073,https://cf.shopee.com.my/file/51baff239ee47f947d0699126ac3bac0,,,32.56,5.0,1.0,68,4.95
712,Women's Embroidered Hollow Back Plus Size Vintage T-shirts,https://shopee.com.my/Women's-Embroidered-Hollow-Back-Plus-Size-Vintage-T-shirts-i.26973388.502992556,502992556,https://cf.shopee.com.my/file/55f89b52a3f831eb0428ac63275536ec,,,34.58,5.0,1.0,49,5.00
713,Women's Hollow Splice Loose Casual Swing Full Plus Size Maxi Dress,https://shopee.com.my/Women's-Hollow-Splice-Loose-Casual-Swing-Full-Plus-Size-Maxi-Dress-i.26973388.1700309687,1700309687,https://cf.shopee.com.my/file/b32dd0550d1c6b3e5c554c7081b8f88b,40.69,41.91,,5.0,1.0,116,4.81
714,Women's Vintage Casual Loose Print Long Sleeve Plus Size Long Dress,https://shopee.com.my/Women's-Vintage-Casual-Loose-Print-Long-Sleeve-Plus-Size-Long-Dress-i.26973388.1371178735,1371178735,https://cf.shopee.com.my/file/cc01e0a59a4c5c1df70ce738d072c284,,,35.86,5.0,1.0,81,4.72
715,ZANZEA Women Stand Collar Puff Sleeve Polka Dot Buttons Blouse,https://shopee.com.my/ZANZEA-Women-Stand-Collar-Puff-Sleeve-Polka-Dot-Buttons-Blouse-i.26973388.6515599544,6515599544,https://cf.shopee.com.my/file/2ddeaf34218502295ea8f5bb188ecd23,,,28.50,5.0,1.0,45,4.91
716,ZANZEA Women Long Sleeve Printed Vintage Back Zipper Muslim Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Printed-Vintage-Back-Zipper-Muslim-Maxi-Dress-i.26973388.6054915586,6054915586,https://cf.shopee.com.my/file/dbfc3d4d41707ab326228548669b516a,,,37.50,5.0,1.0,8,4.63
717,ZANZEA Women Vintage Long Sleeve Button Down Printed Muslim Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Long-Sleeve-Button-Down-Printed-Muslim-Dress-i.26973388.3746485750,3746485750,https://cf.shopee.com.my/file/43610adac9be00f0ccfefe6a59a593a3,,,41.50,5.0,1.0,25,4.96
718,ZANZEA Women's Plus Size Sleeveless Loose Cotton Linen A-line Dress,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Sleeveless-Loose-Cotton-Linen-A-line-Dress-i.26973388.365984247,365984247,https://cf.shopee.com.my/file/a1ec33b2f3b6ad8f62e06b9682e83b20,33.86,34.88,,5.0,1.0,126,4.87
719,Women Casual Plus size Long Sleeve Wide Leg Baggy Jumpsuits,https://shopee.com.my/Women-Casual-Plus-size-Long-Sleeve-Wide-Leg-Baggy-Jumpsuits-i.26973388.1943777043,1943777043,https://cf.shopee.com.my/file/a3388488fed4d9a5ed130c4e33c94ede,,,41.19,5.0,1.0,49,4.88
720,ZANZEA Women Long Sleeve Button Down Lace Patchwork Mini Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Button-Down-Lace-Patchwork-Mini-Dress-i.26973388.6619163426,6619163426,https://cf.shopee.com.my/file/0f95153a2aee9640798e6efee68926d9,,,32.68,5.0,1.0,34,4.97
721,ZANZEA Women's Fashion Casual V-Neck Loose Asymmetrical Dress,https://shopee.com.my/ZANZEA-Women's-Fashion-Casual-V-Neck-Loose-Asymmetrical-Dress-i.26973388.787900835,787900835,https://cf.shopee.com.my/file/761108009a671a7f8037524012496784,,,33.18,5.0,1.0,109,4.86
722,ZANZEA Women Long Sleeve Printed Round Neck Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Printed-Round-Neck-Plus-Size-Blouse-i.26973388.2838928486,2838928486,https://cf.shopee.com.my/file/4d194cb2ce46afb2aa781c18750bbcd1,,,30.37,5.0,1.0,54,4.93
723,ZANZEA Women's Casual Floral 3/4 Sleeve Baggy Plus Size Maxi Dress 2,https://shopee.com.my/ZANZEA-Women's-Casual-Floral-3-4-Sleeve-Baggy-Plus-Size-Maxi-Dress-2-i.26973388.502992513,502992513,https://cf.shopee.com.my/file/daf0d716455529b9e69876d9228e92fd,,,50.20,5.0,1.0,144,4.90
724,ZANZEA Women Casual Crew Neck Printed Plus Size Long Dress,https://shopee.com.my/ZANZEA-Women-Casual-Crew-Neck-Printed-Plus-Size-Long-Dress-i.26973388.2913422488,2913422488,https://cf.shopee.com.my/file/933ac5abeca48b16ca93366e61b94fe2,,,32.12,5.0,1.0,36,4.92
725,Women Corduroy Solid Color Long Sleeve Vintage Plus Size Blouse,https://shopee.com.my/Women-Corduroy-Solid-Color-Long-Sleeve-Vintage-Plus-Size-Blouse-i.26973388.6518772864,6518772864,https://cf.shopee.com.my/file/3aa4d84ac7676560988b3566f4a038b7,,,34.57,5.0,1.0,53,4.85
726,ZANZEA Women Casual Vintage Summer O Neck Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Vintage-Summer-O-Neck-Plus-Size-Maxi-Dress-i.26973388.2294966148,2294966148,https://cf.shopee.com.my/file/7f543e50867ed0ed3319e1c7dc872901,,,39.41,5.0,1.0,68,4.91
727,ZANZEA Women Summer Beach Sleeveless Print Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Summer-Beach-Sleeveless-Print-Plus-Size-Maxi-Dress-i.26973388.2124169514,2124169514,https://cf.shopee.com.my/file/d4d617f31580f7ea23b8601e74eb1f0d,,,28.33,5.0,1.0,39,4.72
728,ZANZEA Women Round Ncek 3/4 Sleeve Casual Retro Leopard Blouse,https://shopee.com.my/ZANZEA-Women-Round-Ncek-3-4-Sleeve-Casual-Retro-Leopard-Blouse-i.26973388.2698560472,2698560472,https://cf.shopee.com.my/file/963b3e03561b643dd6c6a869d578484e,,,26.36,5.0,1.0,64,4.88
729,ZANZEA Women Casual Belted Wide Legs Vintage Muslim Long Pants,https://shopee.com.my/ZANZEA-Women-Casual-Belted-Wide-Legs-Vintage-Muslim-Long-Pants-i.26973388.5350436135,5350436135,https://cf.shopee.com.my/file/b9995f1d94c26e4b09d29506aff14f3e,,,35.00,5.0,1.0,26,4.81
730,ZANZEA Women Crew Neck Long Sleeve Embroidery Casual Blouse,https://shopee.com.my/ZANZEA-Women-Crew-Neck-Long-Sleeve-Embroidery-Casual-Blouse-i.26973388.4243084600,4243084600,https://cf.shopee.com.my/file/ddea42f5c2abb99ec93d9614edee8028,,,27.84,5.0,1.0,24,4.96
731,ZANZEA Women Short Sleeve V-Neck Pockets Knee Length Casual Dresses,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-V-Neck-Pockets-Knee-Length-Casual-Dresses-i.26973388.2336877585,2336877585,https://cf.shopee.com.my/file/473d7346776b805115c6a8c993f3023f,,,26.90,5.0,1.0,31,4.77
