,names,links,product_ids,images,lowPrice,highPrice,price,bestRating,worstRating,ratingCount,ratingValue
1711,ZANZEA Women Casual Turn Down Collar Long Sleeve Split Hem Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Turn-Down-Collar-Long-Sleeve-Split-Hem-Maxi-Dress-i.26973388.3251819087,3251819087,https://cf.shopee.com.my/file/49c6fe8ae7dc275ec38b99b2f4e1a9ab,,,40.00,5.0,1.0,7,5.00
1712,ZANZEA Women Cotton Short Sleeve Loose Button Printed Blouse,https://shopee.com.my/ZANZEA-Women-Cotton-Short-Sleeve-Loose-Button-Printed-Blouse-i.26973388.5242094853,5242094853,https://cf.shopee.com.my/file/28db1c5e91ea9b85939759960844a595,,,31.20,5.0,1.0,6,5.00
1713,ZANZEA Women Lapel Collar Full Sleeve Leopard Print Long Dress,https://shopee.com.my/ZANZEA-Women-Lapel-Collar-Full-Sleeve-Leopard-Print-Long-Dress-i.26973388.5938404939,5938404939,https://cf.shopee.com.my/file/f6fb1fbb42fbaa7f6707d57d03a18cda,,,37.50,5.0,1.0,6,5.00
1714,ZANZEA Women Casual Loose Plain Solid Cotton Linen Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Loose-Plain-Solid-Cotton-Linen-Maxi-Dress-i.26973388.7920087196,7920087196,https://cf.shopee.com.my/file/ffc328158d1dee05188239a07df6b802,,,39.90,5.0,1.0,6,5.00
1715,ZANZEA Women Casual Elastic Waist Solid Loose Straight Pants,https://shopee.com.my/ZANZEA-Women-Casual-Elastic-Waist-Solid-Loose-Straight-Pants-i.26973388.7640496406,7640496406,https://cf.shopee.com.my/file/3ae638d0ef33467c26e958c409ee91cd,,,33.99,5.0,1.0,6,5.00
1716,ZANZEA Women Long Sleeve V Neck Lotus Leaf Casual Solid Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-V-Neck-Lotus-Leaf-Casual-Solid-Blouse-i.26973388.7534772256,7534772256,https://cf.shopee.com.my/file/ceeb0dd425339994f442c44df5bde26f,,,35.45,5.0,1.0,6,5.00
1717,ZANZEA Women Casual Elastic Waist Loose Wide Leg Straight Long Pants,https://shopee.com.my/ZANZEA-Women-Casual-Elastic-Waist-Loose-Wide-Leg-Straight-Long-Pants-i.26973388.6641237253,6641237253,https://cf.shopee.com.my/file/eaa2f90da835afc6a8373ce692e8d1f0,,,33.12,5.0,1.0,6,5.00
1718,ZANZEA Women Sleeveless Solid Color Lace Crochet Loose Blouse,https://shopee.com.my/ZANZEA-Women-Sleeveless-Solid-Color-Lace-Crochet-Loose-Blouse-i.26973388.4340699311,4340699311,https://cf.shopee.com.my/file/919650a29c6d737f5cac20cf3e2514fa,,,24.86,5.0,1.0,6,5.00
1719,ZANZEA Women 3/4 Sleeve Button Down Plaid Elastic Cuffs Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Button-Down-Plaid-Elastic-Cuffs-Blouse-i.26973388.2422844230,2422844230,https://cf.shopee.com.my/file/04d80c274eb8cb0e333a58ae7c8ad739,,,25.49,5.0,1.0,6,5.00
1720,ZANZEA Women Loose Long Sleeve Button Down Casual Plain Blouse,https://shopee.com.my/ZANZEA-Women-Loose-Long-Sleeve-Button-Down-Casual-Plain-Blouse-i.26973388.6819133149,6819133149,https://cf.shopee.com.my/file/037b7ae0bb6e0767cc2e7cbb20145aaa,,,32.00,5.0,1.0,7,5.00
1721,ZANZEA Women Casual Leopard Print Elastic Waist Maxi Skirts,https://shopee.com.my/ZANZEA-Women-Casual-Leopard-Print-Elastic-Waist-Maxi-Skirts-i.26973388.6817074730,6817074730,https://cf.shopee.com.my/file/501cdd1676d647ae68aa133c63f1e4bb,,,32.50,5.0,1.0,6,5.00
1722,ZANZEA Women Casual Long Sleeve Irregularity Hem Loose Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Irregularity-Hem-Loose-Blouse-i.26973388.5838559476,5838559476,https://cf.shopee.com.my/file/f79c59520b248db6d7ae3214974da23f,,,30.50,5.0,1.0,6,5.00
1723,ZANZEA Women Drawstring Wide Legs Elastic Waist Print Long Pants,https://shopee.com.my/ZANZEA-Women-Drawstring-Wide-Legs-Elastic-Waist-Print-Long-Pants-i.26973388.5642113657,5642113657,https://cf.shopee.com.my/file/a2b84a3f2677cffc76d84cfb38c263b0,,,34.08,5.0,1.0,6,5.00
1724,ZANZEA Women Elastic Waist Casual Leopard Loose Maxi Skirt,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Casual-Leopard-Loose-Maxi-Skirt-i.26973388.4006605382,4006605382,https://cf.shopee.com.my/file/c760aa14bf5f123edbd21a4da8d00908,,,29.50,5.0,1.0,6,5.00
1725,ZANZEA Women Solid Color Retro Sleeveless Swing Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Solid-Color-Retro-Sleeveless-Swing-Plus-Size-Maxi-Dress-i.26973388.3157654399,3157654399,https://cf.shopee.com.my/file/03f5cbc1d7972a279f2f585730198039,,,33.60,5.0,1.0,6,5.00
1726,ZANZEA Women Long Sleeve Collared Button Down Casual Loose Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Collared-Button-Down-Casual-Loose-Blouse-i.26973388.7234468890,7234468890,https://cf.shopee.com.my/file/e9fbf3d9cda84d723b675e63f92fd9d7,,,34.79,5.0,1.0,6,5.00
1727,ZANZEA Women Cotton Casual Loose Long Sleeve V Neck Baggy Blouse,https://shopee.com.my/ZANZEA-Women-Cotton-Casual-Loose-Long-Sleeve-V-Neck-Baggy-Blouse-i.26973388.7013658656,7013658656,https://cf.shopee.com.my/file/5f5e675b1439f7350e3f0c7078f17e08,,,32.45,5.0,1.0,6,5.00
1728,ZANZEA Women Elastic Waist Short Sleeve Loose Button Up Jumpsuits,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Short-Sleeve-Loose-Button-Up-Jumpsuits-i.26973388.6438551605,6438551605,https://cf.shopee.com.my/file/8c772abc0e4514d7e2535e6336d77a53,,,37.50,5.0,1.0,6,5.00
1729,ZANZEA Women Casual O Neck Half Sleeve Vintage Print Blouse,https://shopee.com.my/ZANZEA-Women-Casual-O-Neck-Half-Sleeve-Vintage-Print-Blouse-i.26973388.5142936190,5142936190,https://cf.shopee.com.my/file/6ce481bd1a756a0b7cb9485150749a41,,,28.80,5.0,1.0,6,5.00
1730,Women Long Sleeve Plaid Print Buttons Down Asymmetrical Blouse,https://shopee.com.my/Women-Long-Sleeve-Plaid-Print-Buttons-Down-Asymmetrical-Blouse-i.26973388.4919032296,4919032296,https://cf.shopee.com.my/file/4a50b9d4b62526b39e9036b091c8cc25,,,34.50,5.0,1.0,6,5.00
1731,ZANZEA Women Strappy Cotton Loose Straight Casual Printed Jumpsuits,https://shopee.com.my/ZANZEA-Women-Strappy-Cotton-Loose-Straight-Casual-Printed-Jumpsuits-i.26973388.4741970435,4741970435,https://cf.shopee.com.my/file/e65ad6306fa435f99ac11e9009dc81e7,,,34.08,5.0,1.0,6,5.00
1732,ZANZEA Women Sleeveless Linen Retro Double Layer Side Slit Maxi Dress,https://shopee.com.my/ZANZEA-Women-Sleeveless-Linen-Retro-Double-Layer-Side-Slit-Maxi-Dress-i.26973388.4335656538,4335656538,https://cf.shopee.com.my/file/feba00c05e0be4b5ce028494f6b52310,,,35.93,5.0,1.0,6,5.00
1733,Women's Plus Size Retro Loose Party Long Sleeve Split Maxi Dress,https://shopee.com.my/Women's-Plus-Size-Retro-Loose-Party-Long-Sleeve-Split-Maxi-Dress-i.26973388.1802748050,1802748050,https://cf.shopee.com.my/file/3d87516780fc594d02ac6f3489901c59,31.44,38.35,,5.0,1.0,6,5.00
1734,ZANZEA Women Casual Lace Patckwork Long Sleeve Collar Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Lace-Patckwork-Long-Sleeve-Collar-Blouse-i.26973388.4828111526,4828111526,https://cf.shopee.com.my/file/4ec3ba9c5fe9e57cab62e199520d0359,,,43.00,5.0,1.0,6,5.00
1735,ZANZEA Women Drawstring Long Sleeve Casual Baggy Hooded Dress,https://shopee.com.my/ZANZEA-Women-Drawstring-Long-Sleeve-Casual-Baggy-Hooded-Dress-i.26973388.7946233108,7946233108,https://cf.shopee.com.my/file/6680c1f6e291960f4c4252877fce1345,,,40.00,5.0,1.0,6,5.00
1736,ZANZEA Woman Beach V-Neck Sleeveless Polka Dot Leisure Maxi Dress,https://shopee.com.my/ZANZEA-Woman-Beach-V-Neck-Sleeveless-Polka-Dot-Leisure-Maxi-Dress-i.26973388.7331970186,7331970186,https://cf.shopee.com.my/file/9458bb1d16ac287bc35df80ce72cd249,,,29.50,5.0,1.0,13,4.77
1737,ZANZEA Button Down Women's Long Sleeve Striped Buttons Blouse,https://shopee.com.my/ZANZEA-Button-Down-Women's-Long-Sleeve-Striped-Buttons-Blouse-i.26973388.973454956,973454956,https://cf.shopee.com.my/file/16820446aa3f626d4516ce459353322e,,,39.91,5.0,1.0,16,4.81
1738,ZANZEA Sexy Ladies Boho Linen Loose Long Maxi Dresses,https://shopee.com.my/ZANZEA-Sexy-Ladies-Boho-Linen-Loose-Long-Maxi-Dresses-i.26973388.339918678,339918678,https://cf.shopee.com.my/file/62f3490a99454b2a38f68e17877c090a,,,38.03,5.0,1.0,13,5.00
1739,ZANZEA Women Short Sleeve V-Neck Printed Swing Loose Long Dress,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-V-Neck-Printed-Swing-Loose-Long-Dress-i.26973388.6244154285,6244154285,https://cf.shopee.com.my/file/61e0f361622d83ff202e5ac3852bb151,,,31.97,5.0,1.0,10,5.00
1740,ZANZEA Women's Check Plaid Lapel Long Sleeve Casual Shirt,https://shopee.com.my/ZANZEA-Women's-Check-Plaid-Lapel-Long-Sleeve-Casual-Shirt-i.26973388.525388427,525388427,https://cf.shopee.com.my/file/59d6547b91c9fad1f3592ed237aad1ea,,,40.07,5.0,1.0,10,5.00
1741,ZANZEA Women Long Sleeve Lapel Turn Down Collar Plus Size Blazer,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Lapel-Turn-Down-Collar-Plus-Size-Blazer-i.26973388.7000744397,7000744397,https://cf.shopee.com.my/file/b8800955bb923f74613bd80a76e80d46,,,46.55,5.0,1.0,7,5.00
1742,ZANZEA Women Short Sleeve Polka Dot Baggy Pleated T Shirt,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-Polka-Dot-Baggy-Pleated-T-Shirt-i.26973388.1429316474,1429316474,https://cf.shopee.com.my/file/0a7dbbe30249521b5bb5c864c9ee5c16,,,23.12,5.0,1.0,19,4.42
1743,ZANZEA Women Strappy Casual Stripe Slip Loose Maxi Dresses,https://shopee.com.my/ZANZEA-Women-Strappy-Casual-Stripe-Slip-Loose-Maxi-Dresses-i.26973388.5514185654,5514185654,https://cf.shopee.com.my/file/07c1b84a6400433911ff8d022835fb77,,,34.92,5.0,1.0,13,5.00
1744,ZANZEA Women Casual Loose Sleeveless Button Up Maxi Dresses,https://shopee.com.my/ZANZEA-Women-Casual-Loose-Sleeveless-Button-Up-Maxi-Dresses-i.26973388.2449937158,2449937158,https://cf.shopee.com.my/file/4f77c61c549105ae179e5280a873d9c4,,,39.49,5.0,1.0,13,5.00
1745,ZANZEA Women Short Sleeve O Neck High Low Embroidered Blouse,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-O-Neck-High-Low-Embroidered-Blouse-i.26973388.2428849752,2428849752,https://cf.shopee.com.my/file/7f6c86571743c09ae79cc178bb5d161c,,,33.57,5.0,1.0,13,5.00
1746,ZANZEA Women Turn Down Buttons Irregular Hem Long Muslim Blouse,https://shopee.com.my/ZANZEA-Women-Turn-Down-Buttons-Irregular-Hem-Long-Muslim-Blouse-i.26973388.6853568566,6853568566,https://cf.shopee.com.my/file/4b8cbd32acf831297ad2538caf64c40b,,,39.00,5.0,1.0,4,4.75
1747,Women Striped Casual Oversized Long Sleeve Round Neck Blouse ,https://shopee.com.my/Women-Striped-Casual-Oversized-Long-Sleeve-Round-Neck-Blouse-i.26973388.2389073498,2389073498,https://cf.shopee.com.my/file/dd9bcd492084b1dabbfe7f995be91638,,,27.80,5.0,1.0,16,4.94
1748,ZANZEA Women Denim Blue Casual Loose Wide Legs Harem Pants,https://shopee.com.my/ZANZEA-Women-Denim-Blue-Casual-Loose-Wide-Legs-Harem-Pants-i.26973388.7307838070,7307838070,https://cf.shopee.com.my/file/22a67a72381a0477a82d771dfb36267c,,,32.83,5.0,1.0,6,5.00
1749,ZANZEA Women Stand Collar Long Sleeve Button-Front Solid Casual Blouse,https://shopee.com.my/ZANZEA-Women-Stand-Collar-Long-Sleeve-Button-Front-Solid-Casual-Blouse-i.26973388.4657140238,4657140238,https://cf.shopee.com.my/file/2729bfc9e653616eed5a4493e10e7796,,,35.90,5.0,1.0,4,5.00
1750,ZANZEA Women's Loose Casual Baggy Long Sleeve Pockets Long Dress,https://shopee.com.my/ZANZEA-Women's-Loose-Casual-Baggy-Long-Sleeve-Pockets-Long-Dress-i.26973388.1560681147,1560681147,https://cf.shopee.com.my/file/4ee7aaaffbaa22c9eeb9261e50384fad,,,31.45,5.0,1.0,11,5.00
1751,ZANZEA Women Puff Sleeve Casual Polka Dot Slim Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Puff-Sleeve-Casual-Polka-Dot-Slim-Plus-Size-Blouse-i.26973388.7909107421,7909107421,https://cf.shopee.com.my/file/503bd93d5ac33e82f487a6e8bd378a1f,,,20.58,5.0,1.0,8,4.63
1752,ZANZEA Women Long Sleeve Hoodies Full Length Casual Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Hoodies-Full-Length-Casual-Maxi-Dress-i.26973388.2839312337,2839312337,https://cf.shopee.com.my/file/d2389ec16c3c769f0b4d54abe132b9e9,,,44.90,5.0,1.0,9,4.89
1753,ZANZEA Women Grid Printed Long Sleeve Collared Muslim Blouse,https://shopee.com.my/ZANZEA-Women-Grid-Printed-Long-Sleeve-Collared-Muslim-Blouse-i.26973388.3754563368,3754563368,https://cf.shopee.com.my/file/02b475716ff9dc092b41cfc78095b67a,,,42.00,5.0,1.0,5,5.00
1754,ZANZEA Women O-Neck Casual Butterfly Printed Full Sleeve Retro Maxi Dress,https://shopee.com.my/ZANZEA-Women-O-Neck-Casual-Butterfly-Printed-Full-Sleeve-Retro-Maxi-Dress-i.26973388.7545134345,7545134345,https://cf.shopee.com.my/file/cc6a742df6aab014ca69ec80d41c6a4c,,,36.96,5.0,1.0,10,4.80
1755,ZANZEA Women Casual Crewneck Solid Cotton Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Crewneck-Solid-Cotton-Plus-Size-Blouse-i.26973388.2314950111,2314950111,https://cf.shopee.com.my/file/9a0130c5b57596b61d6ca7ba76e447ea,,,24.48,5.0,1.0,12,4.67
1756,ZANZEA Women's Plus Size Button Collar Long Sleeve Chiffon Top,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Button-Collar-Long-Sleeve-Chiffon-Top-i.26973388.1583225600,1583225600,https://cf.shopee.com.my/file/567b72c72652084cd81d1cd3df846665,,,29.29,5.0,1.0,10,4.80
1757,ZANZEA Women's Loose Jumpsuit Strap Dungaree Casual Overall,https://shopee.com.my/ZANZEA-Women's-Loose-Jumpsuit-Strap-Dungaree-Casual-Overall-i.26973388.1162130463,1162130463,https://cf.shopee.com.my/file/e4f9e521879e4b18d09da386161dcc98,,,27.23,5.0,1.0,10,4.80
1758,ZANZEA Women Short Sleeve O Neck Casual Printed Plus Size Dress,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-O-Neck-Casual-Printed-Plus-Size-Dress-i.26973388.2797569004,2797569004,https://cf.shopee.com.my/file/ec3d2e9e0fc4398b330d9cbd9c10e05f,,,35.39,5.0,1.0,14,4.07
1759,ZANZEA Women Leisure Style Casual Short Sleeve Print Blouse,https://shopee.com.my/ZANZEA-Women-Leisure-Style-Casual-Short-Sleeve-Print-Blouse-i.26973388.6827190992,6827190992,https://cf.shopee.com.my/file/54895c82f99716d1593cd9dd7255451f,,,22.50,5.0,1.0,8,4.50
1760,ZANZEA Women Casual Polka Dot Short Sleeve Print Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Polka-Dot-Short-Sleeve-Print-Plus-Size-Blouse-i.26973388.3726163241,3726163241,https://cf.shopee.com.my/file/b1afcb3ec97dfc1baf24fd3571529c2c,,,22.50,5.0,1.0,12,4.42
1761,ZANZEA Women Layered High Waist A-Line Flare Swing Maxi Skirts,https://shopee.com.my/ZANZEA-Women-Layered-High-Waist-A-Line-Flare-Swing-Maxi-Skirts-i.26973388.7940043158,7940043158,https://cf.shopee.com.my/file/633012464dbfa7dca6e3091e05c9c78b,,,45.50,5.0,1.0,6,4.83
1762,ZANZEA Women Button V Neck Casual Asymmetric Hem Long Sleeve Blouse,https://shopee.com.my/ZANZEA-Women-Button-V-Neck-Casual-Asymmetric-Hem-Long-Sleeve-Blouse-i.26973388.4453603553,4453603553,https://cf.shopee.com.my/file/7ee4a5d75cbe41cd5eb92209a2b80059,,,32.00,5.0,1.0,6,4.83
1763,ZANZEA Women Vintage Puff Sleeve Plus Size Solid Color Maxi Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Puff-Sleeve-Plus-Size-Solid-Color-Maxi-Dress-i.26973388.6948954721,6948954721,https://cf.shopee.com.my/file/a4db861d73a03d279788a05482a7d022,,,39.00,5.0,1.0,6,4.83
1764,ZANZEA Women High Waist Casual Wide Legs Elegant Long Pants,https://shopee.com.my/ZANZEA-Women-High-Waist-Casual-Wide-Legs-Elegant-Long-Pants-i.26973388.6920096429,6920096429,https://cf.shopee.com.my/file/2c363688391fc6b78d7d9340745f1f2f,,,32.50,5.0,1.0,6,4.83
1765,ZANZEA Women Open Front Printed Beach Casual Loose Cardigan ,https://shopee.com.my/ZANZEA-Women-Open-Front-Printed-Beach-Casual-Loose-Cardigan-i.26973388.3219194156,3219194156,https://cf.shopee.com.my/file/6a537998961b1b45e8377a417e38dc3a,,,30.99,5.0,1.0,6,4.83
1766,ZANZEA Women Sleeveless Vintage Casual Patchwork Printed Blouse,https://shopee.com.my/ZANZEA-Women-Sleeveless-Vintage-Casual-Patchwork-Printed-Blouse-i.26973388.7040537440,7040537440,https://cf.shopee.com.my/file/949cf43be854c4ec3850f564c287ea49,,,22.56,5.0,1.0,6,4.83
1767,ZANZEA Women 3/4 Sleeve Casual Loose Vintage Print Maxi Dress,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Casual-Loose-Vintage-Print-Maxi-Dress-i.26973388.6946692062,6946692062,https://cf.shopee.com.my/file/7a8afc3f50a32c06c55c061f2b532475,,,37.50,5.0,1.0,6,4.83
1768,ZANZEA Women Hoodies Cat Printed Asymmetrical Hem Loose Tops,https://shopee.com.my/ZANZEA-Women-Hoodies-Cat-Printed-Asymmetrical-Hem-Loose-Tops-i.26973388.4207661080,4207661080,https://cf.shopee.com.my/file/232357ea4c607d6fce5c87711f32db46,,,44.10,5.0,1.0,6,4.83
1769,ZANZEA Women Button Knee Length High Waist Casual Loose Skirt,https://shopee.com.my/ZANZEA-Women-Button-Knee-Length-High-Waist-Casual-Loose-Skirt-i.26973388.7813659987,7813659987,https://cf.shopee.com.my/file/7d2153b0950f4a45c33ea4238ec32f3b,,,33.48,5.0,1.0,9,4.56
1770,ZANZEA Women Short Sleeve V Neck Plaid Button Down Belt Party Dress,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-V-Neck-Plaid-Button-Down-Belt-Party-Dress-i.26973388.2609449310,2609449310,https://cf.shopee.com.my/file/749985cf5b96296ae512dcb90adf504e,,,42.97,5.0,1.0,13,4.92
1771,ZANZEA Women Long Sleeve Button Down Front Casual Muslim Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Button-Down-Front-Casual-Muslim-Long-Dress-i.26973388.6744715235,6744715235,https://cf.shopee.com.my/file/af66711b028d89bbc567730bc4145f57,,,42.72,5.0,1.0,8,5.00
1772,ZANZEA Women Batwing Casual Crew Neck Plus Size Loose Mini Dress,https://shopee.com.my/ZANZEA-Women-Batwing-Casual-Crew-Neck-Plus-Size-Loose-Mini-Dress-i.26973388.6120700582,6120700582,https://cf.shopee.com.my/file/bef5852b53b1d239085fdfa15eab0ad2,,,25.90,5.0,1.0,8,5.00
1773,Women's Long Sleeve Printed Loose Casual Pullover Casual Blouse,https://shopee.com.my/Women's-Long-Sleeve-Printed-Loose-Casual-Pullover-Casual-Blouse-i.26973388.2000460027,2000460027,https://cf.shopee.com.my/file/01486249500fd837054c4603b592fdbb,,,29.24,5.0,1.0,8,5.00
1774,ZANZEA Women Lotus Leaf Sleeve Casual Summer O Neck Blouse,https://shopee.com.my/ZANZEA-Women-Lotus-Leaf-Sleeve-Casual-Summer-O-Neck-Blouse-i.26973388.7234554639,7234554639,https://cf.shopee.com.my/file/9055824dd4d5129ac43746cdb4e1c42b,,,26.50,5.0,1.0,8,5.00
1775,ZANZEA Women Long Sleeve Printed Patchwork Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Printed-Patchwork-Loose-Maxi-Dress-i.26973388.5204543893,5204543893,https://cf.shopee.com.my/file/d61a28020121b969fb633cee83bd4c3f,,,46.05,5.0,1.0,8,5.00
1776,ZANZEA Women Bell Sleeve Casual Polka Dot Loose Long Cardigan,https://shopee.com.my/ZANZEA-Women-Bell-Sleeve-Casual-Polka-Dot-Loose-Long-Cardigan-i.26973388.5013650617,5013650617,https://cf.shopee.com.my/file/15dd76533afdb8e4b6bc501e2f686774,,,33.74,5.0,1.0,8,5.00
1777,ZANZEA Women Puff Sleeve Polka Dot See-Through Casual Blouse,https://shopee.com.my/ZANZEA-Women-Puff-Sleeve-Polka-Dot-See-Through-Casual-Blouse-i.26973388.6200529997,6200529997,https://cf.shopee.com.my/file/c532db7c992e65fd3505ffbcc7736953,27.30,28.00,,5.0,1.0,12,4.58
1778,ZANZEA Women's Warm Long Sleeve Plus Size Pullover Long Sweatshirt Dress,https://shopee.com.my/ZANZEA-Women's-Warm-Long-Sleeve-Plus-Size-Pullover-Long-Sweatshirt-Dress-i.26973388.709835557,709835557,https://cf.shopee.com.my/file/581220db681cf7e7549ad32e6b9a5e85,,,42.72,5.0,1.0,13,4.92
1779,ZANZEA Women's Vintage Loose Dress - Wine Red,https://shopee.com.my/ZANZEA-Women's-Vintage-Loose-Dress-Wine-Red-i.26973388.525389317,525389317,https://cf.shopee.com.my/file/2d33c2d84206c11a6880010dc043da48,41.89,43.15,,5.0,1.0,13,4.92
1780,ZANZEA Women's Hippie Floral Loose Kimono Coat,https://shopee.com.my/ZANZEA-Women's-Hippie-Floral-Loose-Kimono-Coat-i.26973388.525330128,525330128,https://cf.shopee.com.my/file/bf702a2c27dfc9025965a0ad0f831964,,,21.99,5.0,1.0,13,4.92
1781,ZANZEA Women Plus size Vintage Solid Plain Long Sleeve Tops,https://shopee.com.my/ZANZEA-Women-Plus-size-Vintage-Solid-Plain-Long-Sleeve-Tops-i.26973388.1547330429,1547330429,https://cf.shopee.com.my/file/e3d8e8f6611592ac31de092ca2571a5a,,,38.61,5.0,1.0,12,5.00
1782,ZANZEA Women Long Sleeve Flare Swing Tiered Layered Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Flare-Swing-Tiered-Layered-Maxi-Dress-i.26973388.2310242325,2310242325,https://cf.shopee.com.my/file/5280941aec24e1d343cb7cc2295eeb78,,,40.99,5.0,1.0,7,5.00
1783,ZANZEA Women Retro Oversize Casual Loose Ruffled Solid Tops,https://shopee.com.my/ZANZEA-Women-Retro-Oversize-Casual-Loose-Ruffled-Solid-Tops-i.26973388.1562648338,1562648338,https://cf.shopee.com.my/file/92bfe40f0455cb5456c3bce0793de435,,,36.00,5.0,1.0,9,5.00
1784,ZANZEA Women Cotton Ethnic Print Vintage Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Cotton-Ethnic-Print-Vintage-Plus-Size-Maxi-Dress-i.26973388.7607493843,7607493843,https://cf.shopee.com.my/file/869f3996f5ebd86dc0f579f398a8b6ec,,,37.73,5.0,1.0,8,5.00
1785,ZANZEA Women Long Sleeve Round Neck Polka Dot Casual Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Round-Neck-Polka-Dot-Casual-Maxi-Dress-i.26973388.5135667445,5135667445,https://cf.shopee.com.my/file/65193981d2d271b6bbaf8f0b278ed9f7,,,34.48,5.0,1.0,6,5.00
1786,ZANZEA Women 3/4 Sleeve Vintage Printed Patchwork Maxi Dress,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Vintage-Printed-Patchwork-Maxi-Dress-i.26973388.7641507496,7641507496,https://cf.shopee.com.my/file/279578782385a94ae224274ae7e7a24a,,,34.46,5.0,1.0,6,5.00
1787,Women's Vintage Long Sleeve Floral Baggy Plus Size Blouse,https://shopee.com.my/Women's-Vintage-Long-Sleeve-Floral-Baggy-Plus-Size-Blouse-i.26973388.1470569801,1470569801,https://cf.shopee.com.my/file/6701d4615ef51bcf763111aa8c0f6835,,,28.20,5.0,1.0,6,5.00
1788,ZANZEA Women Casual Loose 3/4 Sleeve Plus Size V-Neck Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Loose-3-4-Sleeve-Plus-Size-V-Neck-Blouse-i.26973388.2378142197,2378142197,https://cf.shopee.com.my/file/3190a0ad93009693e31d208fe65580b7,,,22.99,5.0,1.0,13,4.92
1789,ZANZEA Women's Plus Size Button Loose Gradient Color Shirt,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Button-Loose-Gradient-Color-Shirt-i.26973388.339700205,339700205,https://cf.shopee.com.my/file/61e5833b968a16eba845a471564a8af0,,,28.80,5.0,1.0,14,4.86
1790,ZANZEA Women Embroidered V-Neck Plus Size Summer Baggy Blouse,https://shopee.com.my/ZANZEA-Women-Embroidered-V-Neck-Plus-Size-Summer-Baggy-Blouse-i.26973388.2098026705,2098026705,https://cf.shopee.com.my/file/f55c77c3eaa3370f7d864d1d92cc8dae,,,31.52,5.0,1.0,14,4.57
1791,ZANZEA Women Sleeveless Floral Casual Loose Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Sleeveless-Floral-Casual-Loose-Plus-Size-Maxi-Dress-i.26973388.2649453773,2649453773,https://cf.shopee.com.my/file/e0969fed40211746d4191c7263885d62,,,31.25,5.0,1.0,12,4.75
1792,ZANZEA Women Printed Casual Loose Vintage Crew Neck Long Dress,https://shopee.com.my/ZANZEA-Women-Printed-Casual-Loose-Vintage-Crew-Neck-Long-Dress-i.26973388.6145452436,6145452436,https://cf.shopee.com.my/file/e18d31eec699d8ed4b471d8503173ee4,,,37.34,5.0,1.0,6,4.67
1793,ZANZEA Women Casual Baggy V-Neck Long Sleeve Knitted Tops,https://shopee.com.my/ZANZEA-Women-Casual-Baggy-V-Neck-Long-Sleeve-Knitted-Tops-i.26973388.7307389982,7307389982,https://cf.shopee.com.my/file/d4e78c6fe2d0827eb07cbb0c97f10e01,,,33.50,5.0,1.0,6,5.00
1794,ZANZEA Casual Loose Leopard Long Sleeve Loose Blouse,https://shopee.com.my/ZANZEA-Casual-Loose-Leopard-Long-Sleeve-Loose-Blouse-i.26973388.339744492,339744492,https://cf.shopee.com.my/file/e85ff88431bd17fbca3435e8642e2147,,,15.97,5.0,1.0,17,4.76
1795,ZANZEA Women's Summer  Elegant Lace Chiffon Tank,https://shopee.com.my/ZANZEA-Women's-Summer-Elegant-Lace-Chiffon-Tank-i.26973388.351518516,351518516,https://cf.shopee.com.my/file/2b68373f32825921931ac5b01f9cf814,,,21.26,5.0,1.0,11,5.00
